λ	T
408.0	1.0e-07
408.2	1.0e-07
408.4	1.0e-07
408.6	1.0e-07
408.8	1.0e-07
409.0	1.0e-07
409.2	1.0e-07
409.4	1.0e-07
409.6	1.0e-07
409.8	1.0e-07
410.0	1.0e-07
410.2	1.0e-07
410.4	1.0e-07
410.6	1.0e-07
410.8	1.0e-07
411.0	1.0e-07
411.2	1.0e-07
411.4	1.0e-07
411.6	1.0e-07
411.8	1.0e-07
412.0	1.0e-07
412.2	1.0e-07
412.4	1.0e-07
412.6	1.0e-07
412.8	1.0e-07
413.0	1.0e-07
413.2	1.0e-07
413.4	1.0e-07
413.6	1.0e-07
413.8	1.0e-07
414.0	1.0e-07
414.2	1.0e-07
414.4	1.0e-07
414.6	1.0e-07
414.8	1.0e-07
415.0	1.0e-07
415.2	1.0e-07
415.4	1.0e-07
415.6	1.0e-07
415.8	1.0e-07
416.0	1.0e-07
416.2	1.0e-07
416.4	1.0e-07
416.6	1.0e-07
416.8	1.0e-07
417.0	1.0e-07
417.2	1.0e-07
417.4	1.0e-07
417.6	1.0e-07
417.8	1.0e-07
418.0	1.0e-07
418.2	1.0e-07
418.4	1.0e-07
418.6	1.0e-07
418.8	1.0e-07
419.0	1.0e-07
419.2	1.0e-07
419.4	1.0e-07
419.6	1.0e-07
419.8	1.0e-07
420.0	1.0e-07
420.2	1.0e-07
420.4	1.0e-07
420.6	1.0e-07
420.8	1.0e-07
421.0	1.0e-07
421.2	1.0e-07
421.4	1.0e-07
421.6	1.0e-07
421.8	1.0e-07
422.0	1.0e-07
422.2	1.0e-07
422.4	1.0e-07
422.6	1.0e-07
422.8	1.0e-07
423.0	1.0e-07
423.2	1.0e-07
423.4	1.0e-07
423.6	1.0e-07
423.8	1.0e-07
424.0	1.0e-07
424.2	1.0e-07
424.4	1.0e-07
424.6	1.0e-07
424.8	1.0e-07
425.0	1.0e-07
425.2	1.0e-07
425.4	1.0e-07
425.6	1.0e-07
425.8	1.0e-07
426.0	1.0e-07
426.2	1.0e-07
426.4	6.8832e-08
426.6	3.9741e-08
426.8	2.2945e-08
427.0	1.3248e-08
427.2	1.4484e-08
427.4	1.5835e-08
427.6	1.7313e-08
427.8	1.8928e-08
428.0	2.0694e-08
428.2	2.2625e-08
428.4	2.4736e-08
428.6	2.7044e-08
428.8	2.9567e-08
429.0	3.2326e-08
429.2	3.5342e-08
429.4	3.864e-08
429.6	4.2245e-08
429.8	4.6187e-08
430.0	5.0496e-08
430.2	5.4841e-08
430.4	5.5435e-08
430.6	5.6036e-08
430.8	5.6643e-08
431.0	5.7257e-08
431.2	5.7877e-08
431.4	5.8504e-08
431.6	5.9138e-08
431.8	5.9779e-08
432.0	6.0427e-08
432.2	6.1081e-08
432.4	6.1743e-08
432.6	6.2412e-08
432.8	6.3088e-08
433.0	6.3772e-08
433.2	6.4463e-08
433.4	6.5161e-08
433.6	6.5867e-08
433.8	6.6581e-08
434.0	6.77e-08
434.2	6.9183e-08
434.4	7.0699e-08
434.6	7.2249e-08
434.8	7.3832e-08
435.0	7.545e-08
435.2	7.7103e-08
435.4	7.8793e-08
435.6	8.052e-08
435.8	8.2284e-08
436.0	8.4087e-08
436.2	8.593e-08
436.4	8.7813e-08
436.6	8.9738e-08
436.8	9.1704e-08
437.0	9.3714e-08
437.2	9.5768e-08
437.4	9.7866e-08
437.6	1.0e-07
437.8	1.0e-07
438.0	1.0e-07
438.2	1.0e-07
438.4	1.0e-07
438.6	1.0e-07
438.8	1.0e-07
439.0	1.0e-07
439.2	1.0e-07
439.4	1.0e-07
439.6	1.0e-07
439.8	1.0e-07
440.0	1.0e-07
440.2	1.0e-07
440.4	1.0e-07
440.6	1.0e-07
440.8	1.0e-07
441.0	1.0e-07
441.2	1.0e-07
441.4	1.0e-07
441.6	1.0e-07
441.8	1.0e-07
442.0	1.0e-07
442.2	1.0e-07
442.4	1.0e-07
442.6	1.0e-07
442.8	1.0e-07
443.0	1.0e-07
443.2	1.0e-07
443.4	1.0e-07
443.6	1.0e-07
443.8	1.0e-07
444.0	1.0e-07
444.2	1.0e-07
444.4	1.0e-07
444.6	1.0e-07
444.8	1.0e-07
445.0	1.0e-07
445.2	1.0e-07
445.4	1.0e-07
445.6	1.0e-07
445.8	1.0e-07
446.0	1.0e-07
446.2	1.0e-07
446.4	1.0e-07
446.6	1.0e-07
446.8	1.0e-07
447.0	1.0e-07
447.2	1.0e-07
447.4	1.0e-07
447.6	1.0e-07
447.8	1.0e-07
448.0	1.0e-07
448.2	1.0e-07
448.4	1.0e-07
448.6	1.0e-07
448.8	1.0e-07
449.0	1.0e-07
449.2	1.0e-07
449.4	1.0e-07
449.6	1.0e-07
449.8	1.0e-07
450.0	1.0e-07
450.2	1.0e-07
450.4	1.0e-07
450.6	1.0e-07
450.8	1.0e-07
451.0	1.0e-07
451.2	1.0e-07
451.4	1.0e-07
451.6	1.0e-07
451.8	1.0e-07
452.0	1.0e-07
452.2	1.0e-07
452.4	1.0e-07
452.6	1.0e-07
452.8	1.0e-07
453.0	1.0e-07
453.2	1.0e-07
453.4	1.0e-07
453.6	1.0e-07
453.8	1.0e-07
454.0	1.0e-07
454.2	1.0e-07
454.4	1.0e-07
454.6	1.0e-07
454.8	1.0e-07
455.0	1.0e-07
455.2	1.0e-07
455.4	1.0e-07
455.6	1.0e-07
455.8	1.0e-07
456.0	1.0e-07
456.2	1.0e-07
456.4	1.0e-07
456.6	1.0e-07
456.8	1.0e-07
457.0	1.0e-07
457.2	1.0e-07
457.4	1.0e-07
457.6	1.0e-07
457.8	1.0e-07
458.0	1.0e-07
458.2	1.0e-07
458.4	1.0e-07
458.6	1.0e-07
458.8	1.0e-07
